,cep,cidade,uf,cep_5_digitos
3546,78675970,Ribeirão Cascalheira,MT,78675
3547,75690052,Caldas Novas,GO,75690
3548,78076301,Cuiabá,MT,78076
3549,09992110,Diadema,SP,09992
3550,58418400,Campina Grande,PB,58418
3551,30518272,Belo Horizonte,MG,30518
3552,15417970,Monte Verde Paulista,SP,15417
3553,06857530,Itapecerica da Serra,SP,06857
3554,13580970,Ribeirão Bonito,SP,13580
3555,40286060,Salvador,BA,40286
3556,20970560,Rio de Janeiro,RJ,20970
3557,79830000,Dourados,MS,79830
3558,14401424,Franca,SP,14401
3559,15990842,Matão,SP,15990
3560,85560970,Chopinzinho,PR,85560
3561,57380970,São Brás,AL,57380
3562,17025166,Bauru,SP,17025
3563,03295100,São Paulo,SP,03295
3564,40810035,Salvador,BA,40810
3565,31150452,Belo Horizonte,MG,31150
3566,88330130,Balneário Camboriú,SC,88330
3567,13506890,Rio Claro,SP,13506
3568,78551330,Sinop,MT,78551
3569,41315088,Salvador,BA,41315
3570,76813054,Porto Velho,RO,76813
3571,35193972,Bugre,MG,35193
3572,48110992,Catu,BA,48110
3573,88330284,Balneário Camboriú,SC,88330
3574,39625970,Itaobim,MG,39625
3575,21741110,Rio de Janeiro,RJ,21741
3576,64573970,Massapê do Piauí,PI,64573
3577,70872500,Brasília,DF,70872
3578,59810970,Portalegre,RN,59810
3579,58084043,João Pessoa,PB,58084
3580,64960970,Curimatá,PI,64960
3581,76901250,Ji-Paraná,RO,76901
3582,99713152,Erechim,RS,99713
3583,75900182,Rio Verde,GO,75900
3584,50680400,Recife,PE,50680
3585,69400707,Manacapuru,AM,69400
3586,65520970,Brejo,MA,65520
3587,56323815,Petrolina,PE,56323
3588,06541038,Santana de Parnaíba,SP,06541
3589,62032190,Sobral,CE,62032
3590,71963000,Brasília,DF,71963
3591,35440970,Dom Silvério,MG,35440
3592,84550970,Rebouças,PR,84550
3593,36480970,Piranga,MG,36480
3594,87060390,Maringá,PR,87060
3595,76825056,Porto Velho,RO,76825
3596,79321461,Corumbá,MS,79321
3597,63501180,Iguatu,CE,63501
3598,38050220,Uberaba,MG,38050
3599,06707375,Cotia,SP,06707
3600,72303000,Brasília,DF,72303
3601,86083463,Londrina,PR,86083
3602,29314032,Cachoeiro de Itapemirim,ES,29314
3603,31846180,Belo Horizonte,MG,31846
3604,76813542,Porto Velho,RO,76813
3605,33015533,Santa Luzia,MG,33015
3606,58407444,Campina Grande,PB,58407
3607,91310003,Porto Alegre,RS,91310
3608,08537110,Ferraz de Vasconcelos,SP,08537
3609,87060640,Maringá,PR,87060
3610,73105250,Brasília,DF,73105
3611,59082065,Natal,RN,59082
3612,21810011,Rio de Janeiro,RJ,21810
3613,05613000,São Paulo,SP,05613
3614,28664991,Bom Jardim,RJ,28664
3615,36500144,Ubá,MG,36500
3616,68508310,Marabá,PA,68508
3617,76310000,Rialma,GO,76310
3618,38180865,Araxá,MG,38180
3619,77690970,Araguacema,TO,77690
3620,69100096,Itacoatiara,AM,69100
3621,75893970,Itaguaçu,GO,75893
3622,78652970,Confresa,MT,78652
3623,24913075,Maricá,RJ,24913
3624,96203040,Rio Grande,RS,96203
3625,38305531,Ituiutaba,MG,38305
3626,60830095,Fortaleza,CE,60830
3627,86010540,Londrina,PR,86010
3628,19820970,Tarumã,SP,19820
3629,27281800,Volta Redonda,RJ,27281
3630,23047630,Rio de Janeiro,RJ,23047
3631,64001915,Teresina,PI,64001
3632,76812498,Porto Velho,RO,76812
3633,76824406,Porto Velho,RO,76824
3634,27964016,Macaé,RJ,27964
3635,15670970,Populina,SP,15670
3636,60426095,Fortaleza,CE,60426
3637,26061695,Nova Iguaçu,RJ,26061
3638,99025000,Passo Fundo,RS,99025
3639,75340900,Hidrolândia,GO,75340
3640,52131032,Recife,PE,52131
3641,62795700,Areré,CE,62795
3642,59950971,Paraná,RN,59950
3643,64228970,Caxingó,PI,64228
3644,78552259,Sinop,MT,78552
3645,91330000,Porto Alegre,RS,91330
3646,95905080,Lajeado,RS,95905
3647,29216100,Guarapari,ES,29216
3648,97050660,Santa Maria,RS,97050
3649,45250971,Boa Nova,BA,45250
3650,62815970,Fortim,CE,62815
3651,94410050,Viamão,RS,94410
3652,55780970,Frei Miguelinho,PE,55780
3653,64130970,Miguel Alves,PI,64130
3654,91225090,Porto Alegre,RS,91225
3655,86704310,Arapongas,PR,86704
3656,65728970,Lima Campos,MA,65728
3657,76808640,Porto Velho,RO,76808
3658,60150160,Fortaleza,CE,60150
3659,05752590,São Paulo,SP,05752
3660,65980970,Carolina,MA,65980
3661,83608040,Campo Largo,PR,83608
3662,07083015,Guarulhos,SP,07083
3663,13085110,Campinas,SP,13085
3664,11663100,Caraguatatuba,SP,11663
3665,76873748,Ariquemes,RO,76873
3666,76808002,Porto Velho,RO,76808
3667,37922970,Vargem Bonita,MG,37922
3668,37652970,São Mateus de Minas,MG,37652
3669,89285630,São Bento do Sul,SC,89285
3670,94075394,Gravataí,RS,94075
3671,36155970,Coronel Pacheco,MG,36155
3672,38240970,Itapagipe,MG,38240
3673,60532730,Fortaleza,CE,60532
3674,76963635,Cacoal,RO,76963
3675,13604046,Araras,SP,13604
3676,59275500,Ipiranga,RN,59275
3677,78030174,Cuiabá,MT,78030
3678,57305245,Arapiraca,AL,57305
3679,38455971,Amanhece,MG,38455
3680,36800970,Carangola,MG,36800
3681,72010010,Brasília,DF,72010
3682,70741600,Brasília,DF,70741
3683,53423600,Paulista,PE,53423
3684,89228470,Joinville,SC,89228
3685,61603010,Caucaia,CE,61603
3686,61925505,Maracanaú,CE,61925
3687,20090000,Rio de Janeiro,RJ,20090
3688,40387185,Salvador,BA,40387
3689,25081010,Duque de Caxias,RJ,25081
3690,36590970,São Miguel do Anta,MG,36590
3691,85869691,Foz do Iguaçu,PR,85869
3692,25730740,Petrópolis,RJ,25730
3693,72916354,Águas Lindas de Goiás,GO,72916
3694,73355050,Brasília,DF,73355
3695,37018181,Varginha,MG,37018
3696,07915090,Francisco Morato,SP,07915
3697,13348455,Indaiatuba,SP,13348
3698,17250366,Bariri,SP,17250
3699,76804596,Porto Velho,RO,76804
3700,75134030,Anápolis,GO,75134
3701,58043360,João Pessoa,PB,58043
3702,74560397,Goiânia,GO,74560
3703,74043011,Goiânia,GO,74043
3704,59120636,Natal,RN,59120
3705,76820402,Porto Velho,RO,76820
3706,35053680,Governador Valadares,MG,35053
3707,60442025,Fortaleza,CE,60442
3708,89254401,Jaraguá do Sul,SC,89254
3709,28375970,Varre-Sai,RJ,28375
3710,36309068,São João Del Rei,MG,36309
3711,27145130,Barra do Piraí,RJ,27145
3712,29211270,Guarapari,ES,29211
3713,59073389,Natal,RN,59073
3714,40080003,Salvador,BA,40080
3715,74905790,Aparecida de Goiânia,GO,74905
3716,32013030,Contagem,MG,32013
3717,51020035,Recife,PE,51020
3718,22720012,Rio de Janeiro,RJ,22720
3719,61909300,Maracanaú,CE,61909
3720,78195970,Chapada dos Guimarães,MT,78195
3721,78557057,Sinop,MT,78557
3722,13481875,Limeira,SP,13481
3723,28921710,Cabo Frio,RJ,28921
3724,62504294,Itapipoca,CE,62504
3725,07075100,Guarulhos,SP,07075
3726,13240971,Jarinu,SP,13240
3727,23050102,Rio de Janeiro,RJ,23050
3728,89148959,Vitor Meireles,SC,89148
3729,99605970,Gramado dos Loureiros,RS,99605
3730,15154970,Engenheiro Balduíno,SP,15154
3731,88817583,Criciúma,SC,88817
3732,78555056,Sinop,MT,78555
3733,88103245,São José,SC,88103
3734,25530566,São João de Meriti,RJ,25530
3735,97547150,Alegrete,RS,97547
3736,98338970,Novo Barreiro,RS,98338
3737,98801690,Santo Ângelo,RS,98801
3738,88374005,Navegantes,SC,88374
3739,26143510,Belford Roxo,RJ,26143
3740,57925970,Barra de Santo Antônio,AL,57925
3741,55310970,Palmeirina,PE,55310
3742,55292268,Garanhuns,PE,55292
3743,44745970,Mirangaba,BA,44745
3744,93616650,Estância Velha,RS,93616
3745,56000972,Salgueiro,PE,56000
3746,46130970,Aracatu,BA,46130
3747,45375970,Planaltino,BA,45375
3748,44550970,São Felipe,BA,44550
3749,62940970,Morada Nova,CE,62940
3750,62930970,Limoeiro do Norte,CE,62930
3751,85604282,Francisco Beltrão,PR,85604
3752,79902036,Ponta Porã,MS,79902
3753,88514020,Lages,SC,88514
3754,97546622,Alegrete,RS,97546
3755,14700735,Bebedouro,SP,14700
3756,88318992,Itajaí,SC,88318
3757,18214230,Itapetininga,SP,18214
3758,41820790,Salvador,BA,41820
3759,89075462,Blumenau,SC,89075
3760,97090690,Santa Maria,RS,97090
3761,76807894,Porto Velho,RO,76807
3762,34700100,Sabará,MG,34700
3763,26294390,Nova Iguaçu,RJ,26294
3764,94930130,Cachoeirinha,RS,94930
3765,15991600,Matão,SP,15991
3766,45345971,Jaguaquara,BA,45345
3767,74820360,Goiânia,GO,74820
3768,74922010,Aparecida de Goiânia,GO,74922
3769,74957350,Aparecida de Goiânia,GO,74957
3770,33030285,Santa Luzia,MG,33030
3771,87310485,Campo Mourão,PR,87310
3772,44470974,Vera Cruz,BA,44470
3773,29111175,Vila Velha,ES,29111
3774,36307461,São João Del Rei,MG,36307
3775,59535970,Lajes,RN,59535
3776,63605970,Piquet Carneiro,CE,63605
3777,46880970,Itaberaba,BA,46880
3778,69400803,Manacapuru,AM,69400
3779,16074400,Araçatuba,SP,16074
3780,35551970,Lamounier,MG,35551
3781,75025070,Anápolis,GO,75025
3782,17860970,Pacaembu,SP,17860
3783,73380991,Brasília,DF,73380
3784,44056106,Feira de Santana,BA,44056
3785,69028040,Manaus,AM,69028
3786,27286195,Volta Redonda,RJ,27286
3787,36604959,Rochedo de Minas,MG,36604
3788,45652464,Ilhéus,BA,45652
3789,65582970,Barro Duro,MA,65582
3790,24876115,Itaboraí,RJ,24876
3791,76964466,Cacoal,RO,76964
3792,72830210,Luziânia,GO,72830
3793,21750001,Rio de Janeiro,RJ,21750
3794,58411370,Campina Grande,PB,58411
3795,41338305,Salvador,BA,41338
3796,85909727,Toledo,PR,85909
3797,78606004,Barra do Garças,MT,78606
3798,18273777,Tatuí,SP,18273
3799,74583265,Goiânia,GO,74583
3800,36280196,Carandaí,MG,36280
3801,65067834,São Luís,MA,65067
3802,38803971,Guarda dos Ferreiros,MG,38803
3803,41342514,Salvador,BA,41342
3804,69917766,Rio Branco,AC,69917
3805,73740971,Colinas do Sul,GO,73740
3806,35785970,Santana de Pirapama,MG,35785
3807,65081467,São Luís,MA,65081
3808,71881600,Brasília,DF,71881
3809,41100239,Salvador,BA,41100
3810,74975144,Aparecida de Goiânia,GO,74975
3811,78030485,Cuiabá,MT,78030
3812,74580690,Goiânia,GO,74580
3813,39741970,Correntinho,MG,39741
3814,50865900,Recife,PE,50865
3815,30670040,Belo Horizonte,MG,30670
3816,76875690,Ariquemes,RO,76875
3817,69907868,Rio Branco,AC,69907
3818,07912110,Francisco Morato,SP,07912
3819,39662971,Caçaratiba,MG,39662
3820,61945005,Maranguape,CE,61945
3821,26085290,Nova Iguaçu,RJ,26085
3822,39100970,Diamantina,MG,39100
3823,26320270,Queimados,RJ,26320
3824,20251115,Rio de Janeiro,RJ,20251
3825,21061090,Rio de Janeiro,RJ,21061
3826,25730736,Petrópolis,RJ,25730
3827,08578000,Itaquaquecetuba,SP,08578
3828,25805008,Três Rios,RJ,25805
3829,57086482,Maceió,AL,57086
3830,08021400,São Paulo,SP,08021
3831,06397020,Carapicuíba,SP,06397
3832,31630902,Belo Horizonte,MG,31630
3833,54762068,Camaragibe,PE,54762
3834,36033003,Juiz de Fora,MG,36033
3835,24416390,São Gonçalo,RJ,24416
3836,57052400,Maceió,AL,57052
3837,93220190,Sapucaia do Sul,RS,93220
3838,40280900,Salvador,BA,40280
3839,84270222,Telêmaco Borba,PR,84270
3840,75701799,Catalão,GO,75701
3841,69101140,Itacoatiara,AM,69101
3842,87308780,Campo Mourão,PR,87308
3843,12516100,Guaratinguetá,SP,12516
3844,88503215,Lages,SC,88503
3845,60510137,Fortaleza,CE,60510
3846,23955161,Angra dos Reis,RJ,23955
3847,59291993,São Gonçalo do Amarante,RN,59291
3848,59142380,Parnamirim,RN,59142
3849,14808055,Araraquara,SP,14808
3850,69010005,Manaus,AM,69010
3851,25086240,Duque de Caxias,RJ,25086
3852,31565000,Belo Horizonte,MG,31565
3853,29140054,Cariacica,ES,29140
3854,35703159,Sete Lagoas,MG,35703
3855,76808020,Porto Velho,RO,76808
3856,22290055,Rio de Janeiro,RJ,22290
3857,70658111,Brasília,DF,70658
3858,22765300,Rio de Janeiro,RJ,22765
3859,75395970,Avelinópolis,GO,75395
3860,78663970,São José do Xingu,MT,78663
3861,77300970,Dianópolis,TO,77300
3862,98895971,Senador Salgado Filho,RS,98895
3863,78816972,Santa Elvira,MT,78816
3864,88330236,Balneário Camboriú,SC,88330
3865,76980663,Vilhena,RO,76980
3866,47850025,Luís Eduardo Magalhães,BA,47850
3867,68372573,Altamira,PA,68372
3868,04137100,São Paulo,SP,04137
3869,36018971,Juiz de Fora,MG,36018
3870,85811090,Cascavel,PR,85811
3871,05524150,São Paulo,SP,05524
3872,35183241,Timóteo,MG,35183
3873,98010702,Cruz Alta,RS,98010
3874,75102278,Anápolis,GO,75102
3875,76901690,Ji-Paraná,RO,76901
3876,99010000,Passo Fundo,RS,99010
3877,86020140,Londrina,PR,86020
3878,77808573,Araguaína,TO,77808
3879,87595971,Brasilândia do Sul,PR,87595
3880,86385970,Barra do Jacaré,PR,86385
3881,88717971,Sangão,SC,88717
3882,89186970,Aurora,SC,89186
3883,44880971,Cafarnaum,BA,44880
3884,40367210,Salvador,BA,40367
3885,13903810,Amparo,SP,13903
3886,40460040,Salvador,BA,40460
3887,12308640,Jacareí,SP,12308
3888,13326025,Salto,SP,13326
3889,45026200,Vitória da Conquista,BA,45026
3890,18200310,Itapetininga,SP,18200
3891,65206970,Pedro do Rosário,MA,65206
3892,65398970,Alto Alegre do Pindaré,MA,65398
3893,35275959,São Félix de Minas,MG,35275
3894,55500970,Escada,PE,55500
3895,35407971,Rodrigo Silva,MG,35407
3896,29475980,Alto Calçado,ES,29475
3897,65345970,Igarapé do Meio,MA,65345
3898,13428460,Piracicaba,SP,13428
3899,65923970,Amarante do Maranhão,MA,65923
3900,58441973,São José da Mata,PB,58441
3901,71959000,Brasília,DF,71959
3902,54352091,Jaboatão dos Guararapes,PE,54352
3903,15601012,Fernandópolis,SP,15601
3904,63620970,Solonópole,CE,63620
3905,55160990,Belo Jardim,PE,55160
3906,65920970,São Pedro da Água Branca,MA,65920
3907,69880970,Eirunepé,AM,69880
3908,48916541,Juazeiro,BA,48916
3909,74367635,Goiânia,GO,74367
3910,88304000,Itajaí,SC,88304
3911,74013010,Goiânia,GO,74013
3912,49071178,Aracaju,SE,49071
3913,13157300,Cosmópolis,SP,13157
3914,60010737,Fortaleza,CE,60010
3915,14807420,Araraquara,SP,14807
3916,59078500,Natal,RN,59078
3917,33082104,Santa Luzia,MG,33082
3918,74280365,Goiânia,GO,74280
3919,69007000,Manaus,AM,69007
3920,35041020,Governador Valadares,MG,35041
3921,55295001,Garanhuns,PE,55295
3922,72823260,Luziânia,GO,72823
3923,33836075,Ribeirão das Neves,MG,33836
3924,88135625,Palhoça,SC,88135
3925,66920020,Belém,PA,66920
3926,31730553,Belo Horizonte,MG,31730
3927,69101251,Itacoatiara,AM,69101
3928,57070442,Maceió,AL,57070
3929,21735035,Rio de Janeiro,RJ,21735
3930,76987388,Vilhena,RO,76987
3931,25680150,Petrópolis,RJ,25680
3932,23585900,Rio de Janeiro,RJ,23585
3933,76876306,Ariquemes,RO,76876
3934,78893232,Sorriso,MT,78893
3935,07743130,Caieiras,SP,07743
3936,11714170,Praia Grande,SP,11714
3937,09172030,Santo André,SP,09172
3938,08597720,Itaquaquecetuba,SP,08597
3939,76829274,Porto Velho,RO,76829
3940,22772270,Rio de Janeiro,RJ,22772
3941,40130000,Salvador,BA,40130
3942,68909548,Macapá,AP,68909
3943,36503004,Ubá,MG,36503
3944,78553480,Sinop,MT,78553
3945,76813514,Porto Velho,RO,76813
3946,11435000,Guarujá,SP,11435
3947,76812346,Porto Velho,RO,76812
3948,60533625,Fortaleza,CE,60533
3949,38065000,Uberaba,MG,38065
3950,39442010,Janaúba,MG,39442
3951,24455022,São Gonçalo,RJ,24455
3952,27935370,Macaé,RJ,27935
3953,76260000,Diorama,GO,76260
3954,78500970,Colíder,MT,78500
3955,78525970,Matupá,MT,78525
3956,95270970,Flores da Cunha,RS,95270
3957,89871970,Serra Alta,SC,89871
3958,78780970,Alto Araguaia,MT,78780
3959,87950959,Porto Rico,PR,87950
3960,77735970,Brasilândia do Tocantins,TO,77735
3961,83420990,Quatro Barras,PR,83420
3962,69908820,Rio Branco,AC,69908
3963,76824264,Porto Velho,RO,76824
3964,85138400,Alto Sabiá,PR,85138
3965,15500541,Votuporanga,SP,15500
3966,58228970,Dona Inês,PB,58228
3967,64480970,Arraial,PI,64480
3968,58600970,Santa Luzia,PB,58600
3969,76810564,Porto Velho,RO,76810
3970,76876230,Ariquemes,RO,76876
3971,59347970,Ouro Branco,RN,59347
3972,58210970,Pilõezinhos,PB,58210
3973,09634050,São Bernardo do Campo,SP,09634
3974,39640972,Berilo,MG,39640
3975,59184970,Vera Cruz,RN,59184
3976,63870970,Boa Viagem,CE,63870
3977,35969970,Catas Altas,MG,35969
3978,15850970,Urupês,SP,15850
3979,65785970,Graça Aranha,MA,65785
3980,58784970,São José de Caiana,PB,58784
3981,45996899,Teixeira de Freitas,BA,45996
3982,62810970,Icapuí,CE,62810
3983,45940970,Ibirapuã,BA,45940
3984,36606970,Guarará,MG,36606
3985,24721020,São Gonçalo,RJ,24721
3986,81452070,Curitiba,PR,81452
3987,13950970,Lindóia,SP,13950
3988,38660970,Buritis,MG,38660
3989,78053835,Cuiabá,MT,78053
3990,90620000,Porto Alegre,RS,90620
3991,35560971,Santo Antônio do Monte,MG,35560
3992,11707971,Praia Grande,SP,11707
3993,37408971,São Thomé das Letras,MG,37408
3994,95950970,Nova Bréscia,RS,95950
3995,76811344,Porto Velho,RO,76811
3996,95280970,São José dos Ausentes,RS,95280
3997,96310970,Herval,RS,96310
3998,76210000,Jaupaci,GO,76210
3999,74070010,Goiânia,GO,74070
4000,76388611,Goianésia,GO,76388
4001,12311293,Jacareí,SP,12311
4002,76811858,Porto Velho,RO,76811
4003,43700971,Simões Filho,BA,43700
4004,95915971,Santa Clara do Sul,RS,95915
4005,69101603,Itacoatiara,AM,69101
4006,75265970,Vianópolis,GO,75265
4007,77918970,Maurilândia do Tocantins,TO,77918
4008,97410970,Mata,RS,97410
4009,12209004,São José dos Campos,SP,12209
4010,95177038,Farroupilha,RS,95177
4011,46315970,Irundiara,BA,46315
4012,76873606,Ariquemes,RO,76873
4013,75396970,Campestre de Goiás,GO,75396
4014,78141000,Várzea Grande,MT,78141
4015,48710970,Candeal,BA,48710
4016,85830970,Formosa do Oeste,PR,85830
4017,40130000,Salvador,BA,40130
4018,14892000,Jaboticabal,SP,14892
4019,87235970,Indianópolis,PR,87235
4020,12506310,Guaratinguetá,SP,12506
4021,38010145,Uberaba,MG,38010
4022,58292970,Mataraca,PB,58292
4023,95535990,Terra de Areia,RS,95535
4024,34011206,Nova Lima,MG,34011
4025,07716202,Caieiras,SP,07716
4026,59695970,Baraúna,RN,59695
4027,64260970,Piripiri,PI,64260
4028,74075010,Goiânia,GO,74075
4029,76873602,Ariquemes,RO,76873
4030,07990075,Francisco Morato,SP,07990
4031,42600990,Madre de Deus,BA,42600
4032,08525010,Ferraz de Vasconcelos,SP,08525
4033,95034560,Caxias do Sul,RS,95034
4034,74823120,Goiânia,GO,74823
4035,88330212,Balneário Camboriú,SC,88330
4036,69901890,Rio Branco,AC,69901
4037,30421970,Belo Horizonte,MG,30421
4038,75803370,Jataí,GO,75803
4039,58640970,Junco do Seridó,PB,58640
4040,44930970,Presidente Dutra,BA,44930
4041,08554510,Poá,SP,08554
4042,79002367,Campo Grande,MS,79002
4043,70658451,Brasília,DF,70658
4044,68575971,Piçarra,PA,68575
4045,05164020,São Paulo,SP,05164
4046,35475990,Belo Vale,MG,35475
4047,70842500,Brasília,DF,70842
4048,70386500,Brasília,DF,70386
4049,47804262,Barreiras,BA,47804
4050,44028171,Feira de Santana,BA,44028
4051,86055796,Londrina,PR,86055
4052,28025496,Campos dos Goytacazes,RJ,28025
4053,68040034,Santarém,PA,68040
4054,17505210,Marília,SP,17505
4055,36850970,Antônio Prado de Minas,MG,36850
4056,74960064,Aparecida de Goiânia,GO,74960
4057,79110050,Campo Grande,MS,79110
4058,65901230,Imperatriz,MA,65901
4059,15051200,São José do Rio Preto,SP,15051
4060,06056000,Osasco,SP,06056
4061,87502900,Umuarama,PR,87502
4062,15703429,Jales,SP,15703
4063,28891208,Rio das Ostras,RJ,28891
4064,33172020,Santa Luzia,MG,33172
4065,71710035,Brasília,DF,71710
4066,86075000,Londrina,PR,86075
4067,30110936,Belo Horizonte,MG,30110
4068,06861500,Itapecerica da Serra,SP,06861
4069,38500970,Monte Carmelo,MG,38500
4070,66077665,Belém,PA,66077
4071,21660270,Rio de Janeiro,RJ,21660
4072,63024769,Juazeiro do Norte,CE,63024
4073,18610600,Botucatu,SP,18610
4074,19015270,Presidente Prudente,SP,19015
4075,19640522,Iepê,SP,19640
4076,29930180,São Mateus,ES,29930
4077,76813584,Porto Velho,RO,76813
4078,36407002,Conselheiro Lafaiete,MG,36407
4079,69922038,Rio Branco,AC,69922
4080,72323500,Brasília,DF,72323
4081,08727000,Mogi das Cruzes,SP,08727
4082,66120901,Belém,PA,66120
4083,14050292,Ribeirão Preto,SP,14050
4084,29480970,Muqui,ES,29480
4085,40385725,Salvador,BA,40385
4086,76813482,Porto Velho,RO,76813
4087,55608501,Vitória de Santo Antão,PE,55608
4088,60834545,Fortaleza,CE,60834
4089,60182650,Fortaleza,CE,60182
4090,85811163,Cascavel,PR,85811
4091,79311571,Corumbá,MS,79311
4092,81630000,Curitiba,PR,81630
4093,87040550,Maringá,PR,87040
4094,29944410,São Mateus,ES,29944
4095,24806682,Itaboraí,RJ,24806
4096,78894272,Sorriso,MT,78894
4097,96030000,Pelotas,RS,96030
4098,20560125,Rio de Janeiro,RJ,20560
4099,68373185,Altamira,PA,68373
4100,26130000,Belford Roxo,RJ,26130
4101,89505003,Caçador,SC,89505
4102,06253230,Osasco,SP,06253
4103,74643065,Goiânia,GO,74643
4104,26570430,Mesquita,RJ,26570
4105,93228030,Sapucaia do Sul,RS,93228
4106,09273060,Santo André,SP,09273
4107,40315375,Salvador,BA,40315
4108,60455605,Fortaleza,CE,60455
4109,60183643,Fortaleza,CE,60183
4110,59088640,Natal,RN,59088
4111,53360700,Olinda,PE,53360
4112,18305310,Capão Bonito,SP,18305
4113,18020402,Sorocaba,SP,18020
4114,74473791,Goiânia,GO,74473
4115,45656267,Ilhéus,BA,45656
4116,60442105,Fortaleza,CE,60442
4117,80040460,Curitiba,PR,80040
4118,26553420,Mesquita,RJ,26553
4119,60183692,Fortaleza,CE,60183
4120,29700417,Colatina,ES,29700
4121,78553607,Sinop,MT,78553
4122,45657744,Ilhéus,BA,45657
4123,19027080,Presidente Prudente,SP,19027
4124,13090723,Campinas,SP,13090
4125,62508635,Itapipoca,CE,62508
4126,60410335,Fortaleza,CE,60410
4127,68905800,Macapá,AP,68905
4128,23059001,Rio de Janeiro,RJ,23059
4129,20250390,Rio de Janeiro,RJ,20250
4130,13600569,Araras,SP,13600
4131,87508210,Umuarama,PR,87508
4132,54410826,Jaboatão dos Guararapes,PE,54410
4133,24360017,Niterói,RJ,24360
4134,47803750,Barreiras,BA,47803
4135,86010040,Londrina,PR,86010
4136,49075100,Aracaju,SE,49075
4137,54535011,Cabo de Santo Agostinho,PE,54535
4138,07023000,Guarulhos,SP,07023
4139,86071790,Londrina,PR,86071
4140,93990990,Morro Reuter,RS,93990
4141,88372510,Navegantes,SC,88372
4142,74823410,Goiânia,GO,74823
