,cep,cidade,uf,cep_5_digitos
7827,53060579,Olinda,PE,53060
7828,55006201,Caruaru,PE,55006
7829,53404281,Paulista,PE,53404
7830,54360091,Jaboatão dos Guararapes,PE,54360
7831,36502220,Ubá,MG,36502
7832,12607020,Lorena,SP,12607
7833,76824468,Porto Velho,RO,76824
7834,74820320,Goiânia,GO,74820
7835,51350191,Recife,PE,51350
7836,72415318,Brasília,DF,72415
7837,17209280,Jaú,SP,17209
7838,54310421,Jaboatão dos Guararapes,PE,54310
7839,30170010,Belo Horizonte,MG,30170
7840,53625032,Igarassu,PE,53625
7841,30250222,Belo Horizonte,MG,30250
7842,40711004,Salvador,BA,40711
7843,36772210,Cataguases,MG,36772
7844,30775240,Belo Horizonte,MG,30775
7845,65036130,São Luís,MA,65036
7846,29709100,Colatina,ES,29709
7847,76812628,Porto Velho,RO,76812
7848,28040093,Campos dos Goytacazes,RJ,28040
7849,34012262,Nova Lima,MG,34012
7850,29106676,Vila Velha,ES,29106
7851,12504100,Guaratinguetá,SP,12504
7852,26463030,Japeri,RJ,26463
7853,74823240,Goiânia,GO,74823
7854,70658231,Brasília,DF,70658
7855,76987894,Vilhena,RO,76987
7856,25581332,São João de Meriti,RJ,25581
7857,71572000,Brasília,DF,71572
7858,79841000,Dourados,MS,79841
7859,07935100,Francisco Morato,SP,07935
7860,74481793,Goiânia,GO,74481
7861,78010200,Cuiabá,MT,78010
7862,75711628,Catalão,GO,75711
7863,29135008,Viana,ES,29135
7864,27925375,Macaé,RJ,27925
7865,89045730,Blumenau,SC,89045
7866,88808222,Criciúma,SC,88808
7867,17013410,Bauru,SP,17013
7868,52051281,Recife,PE,52051
7869,29102265,Vila Velha,ES,29102
7870,33146110,Santa Luzia,MG,33146
7871,58068030,João Pessoa,PB,58068
7872,65306610,Santa Inês,MA,65306
7873,25730750,Petrópolis,RJ,25730
7874,97070805,Santa Maria,RS,97070
7875,25020010,Duque de Caxias,RJ,25020
7876,77018380,Palmas,TO,77018
7877,16026035,Araçatuba,SP,16026
7878,17511860,Marília,SP,17511
7879,33943220,Ribeirão das Neves,MG,33943
7880,69903192,Rio Branco,AC,69903
7881,52090260,Recife,PE,52090
7882,13348235,Indaiatuba,SP,13348
7883,83823044,Fazenda Rio Grande,PR,83823
7884,13608101,Araras,SP,13608
7885,55021260,Caruaru,PE,55021
7886,60714075,Fortaleza,CE,60714
7887,64604240,Picos,PI,64604
7888,68182401,Itaituba,PA,68182
7889,93320485,Novo Hamburgo,RS,93320
7890,87080190,Maringá,PR,87080
7891,71691083,Brasília,DF,71691
7892,74660207,Goiânia,GO,74660
7893,29936825,São Mateus,ES,29936
7894,76824169,Porto Velho,RO,76824
7895,30850230,Belo Horizonte,MG,30850
7896,98370970,Novo Tiradentes,RS,98370
7897,92415000,Canoas,RS,92415
7898,99795970,Barra do Rio Azul,RS,99795
7899,99850970,Paim Filho,RS,99850
7900,76871451,Ariquemes,RO,76871
7901,87502070,Umuarama,PR,87502
7902,79700970,Fátima do Sul,MS,79700
7903,62764970,Mulungu,CE,62764
7904,14180970,Pontal,SP,14180
7905,76255000,Montes Claros de Goiás,GO,76255
7906,55360970,Caetés,PE,55360
7907,46575970,Caturama,BA,46575
7908,64410970,Angical do Piauí,PI,64410
7909,69917560,Rio Branco,AC,69917
7910,15410970,Cajobi,SP,15410
7911,55320970,Lagoa do Ouro,PE,55320
7912,58128970,Matinhas,PB,58128
7913,79530970,Alcinópolis,MS,79530
7914,36756970,Itapirucu,MG,36756
7915,35220970,Itueta,MG,35220
7916,85948970,Pato Bragado,PR,85948
7917,01407903,São Paulo,SP,01407
7918,36976970,Alto Jequitibá,MG,36976
7919,99340970,Lagoão,RS,99340
7920,65335970,Bela Vista do Maranhão,MA,65335
7921,35118970,Periquito,MG,35118
7922,59650970,Açu,RN,59650
7923,74535150,Goiânia,GO,74535
7924,47665970,São Félix do Coribe,BA,47665
7925,23050101,Rio de Janeiro,RJ,23050
7926,69135970,São Sebastião do Uatumã,AM,69135
7927,76360000,Itapaci,GO,76360
7928,75715000,Ouvidor,GO,75715
7929,90169900,Porto Alegre,RS,90169
7930,78515970,Nova Canaã do Norte,MT,78515
7931,95275971,Nova Pádua,RS,95275
7932,38748670,Patrocínio,MG,38748
7933,63230970,Granjeiro,CE,63230
7934,87650970,Cruzeiro do Sul,PR,87650
7935,55845970,Buenos Aires,PE,55845
7936,84970970,Santana do Itararé,PR,84970
7937,39813970,Caraí,MG,39813
7938,32181034,Contagem,MG,32181
7939,60833005,Fortaleza,CE,60833
7940,49220970,Arauá,SE,49220
7941,04755000,São Paulo,SP,04755
7942,62120970,Alcântaras,CE,62120
7943,89022006,Blumenau,SC,89022
7944,64120970,União,PI,64120
7945,18195991,Capela do Alto,SP,18195
7946,59390970,Lagoa Nova,RN,59390
7947,64535970,Inhuma,PI,64535
7948,60540214,Fortaleza,CE,60540
7949,64555970,São José do Peixe,PI,64555
7950,64315970,Santa Cruz dos Milagres,PI,64315
7951,15372250,Pereira Barreto,SP,15372
7952,85864455,Foz do Iguaçu,PR,85864
7953,68825970,Muaná,PA,68825
7954,69685970,Tonantins,AM,69685
7955,13010140,Campinas,SP,13010
7956,79805031,Dourados,MS,79805
7957,79611070,Três Lagoas,MS,79611
7958,69927970,Porto Acre,AC,69927
7959,73770970,Alto Paraíso de Goiás,GO,73770
7960,76876656,Ariquemes,RO,76876
7961,65505970,Afonso Cunha,MA,65505
7962,36805971,Ponte Alta de Minas,MG,36805
7963,35596971,Esteios,MG,35596
7964,21860001,Rio de Janeiro,RJ,21860
7965,52051380,Recife,PE,52051
7966,76821399,Porto Velho,RO,76821
7967,35765970,Cachoeira da Prata,MG,35765
7968,76824515,Porto Velho,RO,76824
7969,39338972,Campo Azul,MG,39338
7970,97511011,Uruguaiana,RS,97511
7971,58026041,João Pessoa,PB,58026
7972,60441090,Fortaleza,CE,60441
7973,93222270,Sapucaia do Sul,RS,93222
7974,58032190,João Pessoa,PB,58032
7975,07025000,Guarulhos,SP,07025
7976,37660970,Paraisópolis,MG,37660
7977,59610280,Mossoró,RN,59610
7978,64067015,Teresina,PI,64067
7979,21043110,Rio de Janeiro,RJ,21043
7980,72650106,Brasília,DF,72650
7981,39635970,Coronel Murta,MG,39635
7982,29101942,Vila Velha,ES,29101
7983,76824264,Porto Velho,RO,76824
7984,12322050,Jacareí,SP,12322
7985,59625198,Mossoró,RN,59625
7986,12301572,Jacareí,SP,12301
7987,64608990,Picos,PI,64608
7988,13509660,Rio Claro,SP,13509
7989,38025205,Uberaba,MG,38025
7990,65301048,Santa Inês,MA,65301
7991,54368100,Jaboatão dos Guararapes,PE,54368
7992,08673160,Suzano,SP,08673
7993,28340970,Boa Ventura,RJ,28340
7994,69093001,Manaus,AM,69093
7995,58403272,Campina Grande,PB,58403
7996,84630970,Paula Freitas,PR,84630
7997,90660900,Porto Alegre,RS,90660
7998,11610100,São Sebastião,SP,11610
7999,38307249,Ituiutaba,MG,38307
8000,20771002,Rio de Janeiro,RJ,20771
8001,87380970,Janiópolis,PR,87380
8002,78550584,Sinop,MT,78550
8003,12703640,Cruzeiro,SP,12703
8004,79670970,Brasilândia,MS,79670
8005,78643970,Querência,MT,78643
8006,11451320,Guarujá,SP,11451
8007,44075185,Feira de Santana,BA,44075
8008,96412000,Bagé,RS,96412
8009,89295970,Rio Negrinho,SC,89295
8010,09185220,Santo André,SP,09185
8011,49001222,Aracaju,SE,49001
8012,71625065,Brasília,DF,71625
8013,66825000,Belém,PA,66825
8014,12870970,Arapeí,SP,12870
8015,83280993,Guaratuba,PR,83280
8016,07403040,Arujá,SP,07403
8017,82110012,Curitiba,PR,82110
8018,88135655,Palhoça,SC,88135
8019,05220000,São Paulo,SP,05220
8020,14307002,Batatais,SP,14307
8021,75800540,Jataí,GO,75800
8022,62044460,Sobral,CE,62044
8023,12514370,Guaratinguetá,SP,12514
8024,95603250,Taquara,RS,95603
8025,19780970,Quatá,SP,19780
8026,59158780,Parnamirim,RN,59158
8027,79830050,Dourados,MS,79830
8028,38745648,Patrocínio,MG,38745
8029,89027041,Blumenau,SC,89027
8030,59604478,Mossoró,RN,59604
8031,18040000,Sorocaba,SP,18040
8032,86705280,Arapongas,PR,86705
8033,08527000,Ferraz de Vasconcelos,SP,08527
8034,83601390,Campo Largo,PR,83601
8035,90870140,Porto Alegre,RS,90870
8036,88817586,Criciúma,SC,88817
8037,59182970,Monte Alegre,RN,59182
8038,31550086,Belo Horizonte,MG,31550
8039,42804043,Camaçari,BA,42804
8040,52051900,Recife,PE,52051
8041,85863490,Foz do Iguaçu,PR,85863
8042,41207800,Salvador,BA,41207
8043,64000512,Teresina,PI,64000
8044,09770330,São Bernardo do Campo,SP,09770
8045,59613780,Mossoró,RN,59613
8046,13468570,Americana,SP,13468
8047,57060723,Maceió,AL,57060
8048,59144795,Parnamirim,RN,59144
8049,86808015,Apucarana,PR,86808
8050,89074178,Blumenau,SC,89074
8051,69103272,Itacoatiara,AM,69103
8052,13053330,Campinas,SP,13053
8053,66035180,Belém,PA,66035
8054,59375970,Cruzeta,RN,59375
8055,17039725,Bauru,SP,17039
8056,13450742,Santa Bárbara D'Oeste,SP,13450
8057,63540970,Várzea Alegre,CE,63540
8058,13510025,Santa Gertrudes,SP,13510
8059,20745220,Rio de Janeiro,RJ,20745
8060,17054639,Bauru,SP,17054
8061,59374991,Carnaúba dos Dantas,RN,59374
8062,29590972,Divino de São Lourenço,ES,29590
8063,16012187,Araçatuba,SP,16012
8064,15370390,Pereira Barreto,SP,15370
8065,68435970,Maiauata,PA,68435
8066,76963878,Cacoal,RO,76963
8067,79610400,Três Lagoas,MS,79610
8068,58076070,João Pessoa,PB,58076
8069,76965636,Cacoal,RO,76965
8070,65930970,Açailândia,MA,65930
8071,24022900,Niterói,RJ,24022
8072,35145970,Sobrália,MG,35145
8073,73015100,Brasília,DF,73015
8074,53433270,Paulista,PE,53433
8075,21911310,Rio de Janeiro,RJ,21911
8076,37680970,Gonçalves,MG,37680
8077,35690970,Florestal,MG,35690
8078,74365560,Goiânia,GO,74365
8079,69400827,Manacapuru,AM,69400
8080,32661342,Betim,MG,32661
8081,45680970,Uruçuca,BA,45680
8082,28740990,Conceição de Macabu,RJ,28740
8083,34575615,Sabará,MG,34575
8084,30535650,Belo Horizonte,MG,30535
8085,89069258,Blumenau,SC,89069
8086,35050690,Governador Valadares,MG,35050
8087,76801860,Porto Velho,RO,76801
8088,29163557,Serra,ES,29163
8089,79071330,Campo Grande,MS,79071
8090,74825140,Goiânia,GO,74825
8091,60811341,Fortaleza,CE,60811
8092,28948702,São Pedro da Aldeia,RJ,28948
8093,75712871,Catalão,GO,75712
8094,99470970,Não-Me-Toque,RS,99470
8095,99145971,Coxilha,RS,99145
8096,69101251,Itacoatiara,AM,69101
8097,98020470,Cruz Alta,RS,98020
8098,76650000,Itaguari,GO,76650
8099,70767500,Brasília,DF,70767
8100,54771000,Camaragibe,PE,54771
8101,25035296,Duque de Caxias,RJ,25035
8102,85501274,Pato Branco,PR,85501
8103,89300284,Mafra,SC,89300
8104,28051286,Campos dos Goytacazes,RJ,28051
8105,69901815,Rio Branco,AC,69901
8106,89580970,Fraiburgo,SC,89580
8107,60440116,Fortaleza,CE,60440
8108,13631049,Pirassununga,SP,13631
8109,14870770,Jaboticabal,SP,14870
8110,60336233,Fortaleza,CE,60336
8111,57022240,Maceió,AL,57022
8112,05778250,São Paulo,SP,05778
8113,12450970,Santo Antônio do Pinhal,SP,12450
8114,87225970,Japurá,PR,87225
8115,24210390,Niterói,RJ,24210
8116,55760970,Vertente do Lério,PE,55760
8117,49520970,Campo do Brito,SE,49520
8118,64019870,Teresina,PI,64019
8119,46470970,Riacho de Santana,BA,46470
8120,48906754,Juazeiro,BA,48906
8121,81170350,Curitiba,PR,81170
8122,68015085,Santarém,PA,68015
8123,13013160,Campinas,SP,13013
8124,32677185,Betim,MG,32677
8125,81305270,Curitiba,PR,81305
8126,29101911,Vila Velha,ES,29101
8127,89063000,Blumenau,SC,89063
8128,63180970,Barbalha,CE,63180
8129,76909638,Ji-Paraná,RO,76909
8130,35058540,Governador Valadares,MG,35058
8131,68521970,Brejo Grande do Araguaia,PA,68521
8132,45031000,Vitória da Conquista,BA,45031
8133,80020040,Curitiba,PR,80020
8134,87308434,Campo Mourão,PR,87308
8135,65350970,Vitória do Mearim,MA,65350
8136,88037700,Florianópolis,SC,88037
8137,87707000,Paranavaí,PR,87707
8138,74015080,Goiânia,GO,74015
8139,53433260,Paulista,PE,53433
8140,89207170,Joinville,SC,89207
8141,86315970,Santo Antônio do Paraíso,PR,86315
8142,29390970,Iúna,ES,29390
8143,35767970,Jequitibá,MG,35767
8144,68509620,Marabá,PA,68509
8145,69103076,Itacoatiara,AM,69103
8146,19120970,Floresta do Sul,SP,19120
8147,38475970,Monte Alegre de Minas,MG,38475
8148,86084830,Londrina,PR,86084
8149,39800115,Teófilo Otoni,MG,39800
8150,39110972,São João da Chapada,MG,39110
8151,36883221,Muriaé,MG,36883
8152,24426550,São Gonçalo,RJ,24426
8153,28927656,Cabo Frio,RJ,28927
8154,24009900,Niterói,RJ,24009
8155,40275800,Salvador,BA,40275
8156,24850705,Itaboraí,RJ,24850
8157,89950990,Dionísio Cerqueira,SC,89950
8158,69912293,Rio Branco,AC,69912
8159,46360970,Pindaí,BA,46360
8160,54715812,São Lourenço da Mata,PE,54715
8161,60532605,Fortaleza,CE,60532
8162,35330972,Inhapim,MG,35330
8163,76805834,Porto Velho,RO,76805
8164,47680970,Cocos,BA,47680
8165,92340002,Canoas,RS,92340
8166,07914260,Francisco Morato,SP,07914
8167,59076505,Natal,RN,59076
8168,65040440,São Luís,MA,65040
8169,60055264,Fortaleza,CE,60055
8170,13085905,Campinas,SP,13085
8171,76875726,Ariquemes,RO,76875
8172,71727501,Brasília,DF,71727
8173,29212315,Guarapari,ES,29212
8174,62880426,Horizonte,CE,62880
8175,08680000,Suzano,SP,08680
8176,99430970,Alto Alegre,RS,99430
8177,72135010,Brasília,DF,72135
8178,31365770,Belo Horizonte,MG,31365
8179,32073575,Contagem,MG,32073
8180,13216774,Jundiaí,SP,13216
8181,41402360,Salvador,BA,41402
8182,40731569,Salvador,BA,40731
8183,63104128,Crato,CE,63104
8184,54767030,Camaragibe,PE,54767
8185,34525450,Sabará,MG,34525
8186,78560970,Porto dos Gaúchos,MT,78560
8187,77840970,Carmolândia,TO,77840
8188,86803570,Apucarana,PR,86803
8189,77870970,Babaçulândia,TO,77870
8190,76876238,Ariquemes,RO,76876
8191,22753212,Rio de Janeiro,RJ,22753
8192,66035210,Belém,PA,66035
8193,69101420,Itacoatiara,AM,69101
8194,70736500,Brasília,DF,70736
8195,88139371,Palhoça,SC,88139
8196,76806202,Porto Velho,RO,76806
8197,71745000,Brasília,DF,71745
8198,29046020,Vitória,ES,29046
8199,60356415,Fortaleza,CE,60356
8200,58067390,João Pessoa,PB,58067
8201,24942535,Maricá,RJ,24942
8202,79831384,Dourados,MS,79831
8203,89634971,Brunópolis,SC,89634
8204,72161000,Brasília,DF,72161
8205,89908971,Romelândia,SC,89908
8206,17830970,Flórida Paulista,SP,17830
8207,06422140,Barueri,SP,06422
8208,53605032,Igarassu,PE,53605
8209,86855971,Cruzmaltina,PR,86855
8210,87970970,Nova Londrina,PR,87970
8211,58429285,Campina Grande,PB,58429
8212,79630550,Três Lagoas,MS,79630
8213,76820765,Porto Velho,RO,76820
8214,47810035,Barreiras,BA,47810
8215,76901688,Ji-Paraná,RO,76901
8216,76876232,Ariquemes,RO,76876
8217,96832010,Santa Cruz do Sul,RS,96832
8218,58056470,João Pessoa,PB,58056
8219,66120620,Belém,PA,66120
8220,69909141,Rio Branco,AC,69909
8221,39445408,Janaúba,MG,39445
8222,62031305,Sobral,CE,62031
8223,56520970,Buíque,PE,56520
8224,85813730,Cascavel,PR,85813
8225,59805970,Lucrécia,RN,59805
8226,58145970,Montadas,PB,58145
8227,64215970,Parnaíba,PI,64215
8228,62642974,Sebastião de Abreu,CE,62642
8229,95171066,Farroupilha,RS,95171
8230,19560990,Indiana,SP,19560
8231,40410402,Salvador,BA,40410
8232,24723115,São Gonçalo,RJ,24723
8233,25030435,Duque de Caxias,RJ,25030
8234,39238971,São José do Buriti,MG,39238
8235,37135230,Alfenas,MG,37135
8236,39596972,Botumirim,MG,39596
8237,79091001,Campo Grande,MS,79091
8238,58291970,Curral de Cima,PB,58291
8239,86813662,Apucarana,PR,86813
8240,12310470,Jacareí,SP,12310
8241,68798970,Santa Bárbara do Pará,PA,68798
8242,60844070,Fortaleza,CE,60844
8243,18707817,Avaré,SP,18707
8244,62590970,Itarema,CE,62590
8245,38310970,Gurinhatã,MG,38310
8246,76912100,Ji-Paraná,RO,76912
8247,85814018,Cascavel,PR,85814
8248,76870632,Ariquemes,RO,76870
8249,71972180,Brasília,DF,71972
8250,79116000,Campo Grande,MS,79116
8251,81470096,Curitiba,PR,81470
8252,70762500,Brasília,DF,70762
8253,76985572,Vilhena,RO,76985
8254,77430125,Gurupi,TO,77430
8255,83331330,Pinhais,PR,83331
8256,78559742,Sinop,MT,78559
8257,44255970,Irará,BA,44255
8258,12946827,Atibaia,SP,12946
8259,45315970,Milagres,BA,45315
8260,66030394,Belém,PA,66030
8261,68503570,Marabá,PA,68503
8262,55195223,Santa Cruz do Capibaribe,PE,55195
8263,57081783,Maceió,AL,57081
8264,64084015,Teresina,PI,64084
8265,45816970,Arraial D'Ajuda,BA,45816
8266,76480000,Santa Tereza de Goiás,GO,76480
8267,88085001,Florianópolis,SC,88085
8268,70381500,Brasília,DF,70381
8269,76520000,Nova Crixás,GO,76520
8270,36204052,Barbacena,MG,36204
8271,12032000,Taubaté,SP,12032
8272,97250970,Nova Palma,RS,97250
8273,11666000,Caraguatatuba,SP,11666
8274,54440480,Jaboatão dos Guararapes,PE,54440
8275,72460185,Brasília,DF,72460
8276,13606700,Araras,SP,13606
8277,76807152,Porto Velho,RO,76807
8278,15093643,São José do Rio Preto,SP,15093
8279,15500540,Votuporanga,SP,15500
8280,76820536,Porto Velho,RO,76820
8281,12085193,Taubaté,SP,12085
8282,62504105,Itapipoca,CE,62504
8283,72906051,Santo Antônio do Descoberto,GO,72906
8284,13537970,Ipeúna,SP,13537
8285,31744620,Belo Horizonte,MG,31744
8286,18277723,Tatuí,SP,18277
8287,41490590,Salvador,BA,41490
8288,72853001,Luziânia,GO,72853
8289,48031000,Riacho da Guia,BA,48031
8290,55815081,Carpina,PE,55815
8291,69400523,Manacapuru,AM,69400
8292,60525245,Fortaleza,CE,60525
8293,46850970,Boa Vista do Tupim,BA,46850
8294,47450970,Gentio do Ouro,BA,47450
8295,60526641,Fortaleza,CE,60526
8296,56120971,Verdejante,PE,56120
8297,60840285,Fortaleza,CE,60840
8298,58011005,João Pessoa,PB,58011
8299,49680970,Nossa Senhora da Glória,SE,49680
8300,25960280,Teresópolis,RJ,25960
8301,59218970,Passa e Fica,RN,59218
8302,90560000,Porto Alegre,RS,90560
8303,56750970,Santa Terezinha,PE,56750
8304,29900527,Linhares,ES,29900
8305,30180001,Belo Horizonte,MG,30180
8306,74584000,Goiânia,GO,74584
8307,84072400,Ponta Grossa,PR,84072
8308,76806111,Porto Velho,RO,76806
8309,78557057,Sinop,MT,78557
8310,63119010,Crato,CE,63119
8311,25730735,Petrópolis,RJ,25730
8312,62414990,Barroquinha,CE,62414
8313,69240971,Autazes,AM,69240
8314,58087110,João Pessoa,PB,58087
8315,68440970,Abaetetuba,PA,68440
8316,36315970,Rio das Mortes,MG,36315
8317,79833120,Dourados,MS,79833
8318,59940970,Luís Gomes,RN,59940
8319,76876340,Ariquemes,RO,76876
8320,47803858,Barreiras,BA,47803
8321,38950970,Ibiá,MG,38950
8322,37530971,Brazópolis,MG,37530
8323,25045075,Duque de Caxias,RJ,25045
8324,13574140,São Carlos,SP,13574
8325,09130110,Santo André,SP,09130
8326,25965003,Teresópolis,RJ,25965
8327,41181170,Salvador,BA,41181
8328,35232971,Calixto,MG,35232
8329,91220550,Porto Alegre,RS,91220
8330,26115130,Belford Roxo,RJ,26115
8331,69901815,Rio Branco,AC,69901
8332,79302130,Corumbá,MS,79302
8333,78553296,Sinop,MT,78553
8334,26177090,Belford Roxo,RJ,26177
8335,64016010,Teresina,PI,64016
8336,36832970,Caiana,MG,36832
8337,70295500,Brasília,DF,70295
8338,96407080,Bagé,RS,96407
8339,88330320,Balneário Camboriú,SC,88330
8340,11726000,Praia Grande,SP,11726
8341,70041903,Brasília,DF,70041
8342,82410317,Curitiba,PR,82410
8343,75615000,Aloândia,GO,75615
8344,30110056,Belo Horizonte,MG,30110
8345,83829004,Fazenda Rio Grande,PR,83829
8346,97760970,Jaguari,RS,97760
8347,78820970,Jaciara,MT,78820
8348,89219501,Joinville,SC,89219
8349,95833975,Vale Verde,RS,95833
8350,84470970,Cândido de Abreu,PR,84470
8351,19010030,Presidente Prudente,SP,19010
8352,18272573,Tatuí,SP,18272
8353,18307070,Capão Bonito,SP,18307
8354,75906543,Rio Verde,GO,75906
8355,76964282,Cacoal,RO,76964
8356,25044010,Duque de Caxias,RJ,25044
8357,20751001,Rio de Janeiro,RJ,20751
8358,76985784,Vilhena,RO,76985
8359,14801600,Araraquara,SP,14801
8360,89845970,União do Oeste,SC,89845
8361,96836400,Santa Cruz do Sul,RS,96836
8362,26574390,Mesquita,RJ,26574
8363,15260970,Planalto,SP,15260
8364,70865500,Brasília,DF,70865
8365,14040290,Ribeirão Preto,SP,14040
8366,16220970,Gabriel Monteiro,SP,16220
8367,14091000,Ribeirão Preto,SP,14091
8368,76824698,Porto Velho,RO,76824
8369,27273010,Volta Redonda,RJ,27273
8370,05581000,São Paulo,SP,05581
8371,45140970,Itambé,BA,45140
8372,29090011,Vitória,ES,29090
8373,46650970,Barra da Estiva,BA,46650
8374,24732870,São Gonçalo,RJ,24732
8375,22793380,Rio de Janeiro,RJ,22793
8376,32656895,Betim,MG,32656
8377,49250970,Indiaroba,SE,49250
8378,49550970,Carira,SE,49550
8379,65604180,Caxias,MA,65604
8380,15718970,Pontalinda,SP,15718
8381,84600420,União da Vitória,PR,84600
8382,55950970,Itaquitinga,PE,55950
8383,29724990,Governador Lindenberg,ES,29724
8384,82220120,Curitiba,PR,82220
8385,68430970,Igarapé-Miri,PA,68430
8386,76829761,Porto Velho,RO,76829
8387,69555180,Tefé,AM,69555
8388,81650000,Curitiba,PR,81650
8389,73890970,Flores de Goiás,GO,73890
8390,60736310,Fortaleza,CE,60736
8391,60864311,Fortaleza,CE,60864
8392,76829049,Porto Velho,RO,76829
8393,71917000,Brasília,DF,71917
8394,67145010,Ananindeua,PA,67145
8395,27279100,Volta Redonda,RJ,27279
8396,60346164,Fortaleza,CE,60346
8397,65550970,São Bernardo,MA,65550
8398,27321220,Barra Mansa,RJ,27321
8399,09791260,São Bernardo do Campo,SP,09791
8400,89540970,Santa Cecília,SC,89540
8401,39243970,Inimutaba,MG,39243
8402,76873684,Ariquemes,RO,76873
8403,76820235,Porto Velho,RO,76820
8404,05784150,São Paulo,SP,05784
8405,37468970,Pouso Alto,MG,37468
8406,60532810,Fortaleza,CE,60532
8407,86801981,Apucarana,PR,86801
8408,39602973,Engenheiro Schnoor,MG,39602
8409,15090305,São José do Rio Preto,SP,15090
8410,78556463,Sinop,MT,78556
8411,18051727,Sorocaba,SP,18051
8412,53520268,Abreu e Lima,PE,53520
8413,82300333,Curitiba,PR,82300
8414,14171100,Sertãozinho,SP,14171
8415,58339971,São José dos Ramos,PB,58339
8416,76820016,Porto Velho,RO,76820
8417,47730970,Canápolis,BA,47730
8418,57039885,Maceió,AL,57039
8419,70766500,Brasília,DF,70766
8420,91310001,Porto Alegre,RS,91310
8421,75123550,Anápolis,GO,75123
8422,96020260,Pelotas,RS,96020
8423,08585200,Itaquaquecetuba,SP,08585
8424,13914482,Jaguariúna,SP,13914
8425,82860000,Curitiba,PR,82860
8426,38613458,Unaí,MG,38613
8427,67100060,Ananindeua,PA,67100
8428,83035440,São José dos Pinhais,PR,83035
8429,78518970,Colorado do Norte,MT,78518
8430,89069170,Blumenau,SC,89069
8431,86042001,Londrina,PR,86042
8432,99830970,Gaurama,RS,99830
8433,74574001,Goiânia,GO,74574
8434,41390385,Salvador,BA,41390
8435,07756640,Cajamar,SP,07756
8436,20921140,Rio de Janeiro,RJ,20921
8437,24342075,Niterói,RJ,24342
8438,60761740,Fortaleza,CE,60761
8439,29052910,Vitória,ES,29052
8440,76980850,Vilhena,RO,76980
8441,45500991,Ibirapitanga,BA,45500
8442,84300971,Tibagi,PR,84300
8443,86618970,Prado Ferreira,PR,86618
8444,87545972,Esperança Nova,PR,87545
8445,11515000,Cubatão,SP,11515
8446,17430007,Alvinlândia,SP,17430
8447,62500320,Itapipoca,CE,62500
8448,91712073,Porto Alegre,RS,91712
8449,54768282,Camaragibe,PE,54768
8450,89070200,Blumenau,SC,89070
8451,71715032,Brasília,DF,71715
8452,85618972,Flor da Serra do Sul,PR,85618
8453,71205980,Brasília,DF,71205
8454,12510220,Guaratinguetá,SP,12510
8455,89288000,São Bento do Sul,SC,89288
8456,41310005,Salvador,BA,41310
8457,74947590,Aparecida de Goiânia,GO,74947
8458,32668052,Betim,MG,32668
8459,80530334,Curitiba,PR,80530
8460,69054285,Manaus,AM,69054
8461,84022400,Ponta Grossa,PR,84022
8462,29903008,Linhares,ES,29903
8463,47825970,Sítio Grande,BA,47825
8464,57425970,Jaramataia,AL,57425
8465,08275305,São Paulo,SP,08275
8466,47760970,Tabocas do Brejo Velho,BA,47760
8467,64578970,Campo Grande do Piauí,PI,64578
8468,74705015,Goiânia,GO,74705
8469,15076490,São José do Rio Preto,SP,15076
8470,79021170,Campo Grande,MS,79021
8471,52081305,Recife,PE,52081
8472,76813528,Porto Velho,RO,76813
8473,41630725,Salvador,BA,41630
8474,69552315,Tefé,AM,69552
8475,74053010,Goiânia,GO,74053
8476,71987360,Brasília,DF,71987
8477,60532630,Fortaleza,CE,60532
8478,32470970,Mário Campos,MG,32470
8479,52170630,Recife,PE,52170
8480,29665970,São Roque do Canaã,ES,29665
8481,63300970,Lavras da Mangabeira,CE,63300
8482,74003010,Goiânia,GO,74003
8483,60356392,Fortaleza,CE,60356
8484,78096385,Cuiabá,MT,78096
8485,36430972,Santana dos Montes,MG,36430
8486,65070292,São Luís,MA,65070
8487,68800970,Breves,PA,68800
8488,76808170,Porto Velho,RO,76808
8489,08660250,Suzano,SP,08660
8490,85795971,Santa Lúcia,PR,85795
8491,65043243,São Luís,MA,65043
8492,36032190,Juiz de Fora,MG,36032
8493,18608638,Botucatu,SP,18608
8494,37775970,Santa Rita de Caldas,MG,37775
8495,35940970,Rio Piracicaba,MG,35940
8496,17890970,Junqueirópolis,SP,17890
8497,61619500,Caucaia,CE,61619
8498,77817450,Araguaína,TO,77817
8499,47804262,Barreiras,BA,47804
8500,37235970,Coqueiral,MG,37235
8501,93265720,Esteio,RS,93265
8502,91230760,Porto Alegre,RS,91230
8503,37150971,Carmo do Rio Claro,MG,37150
8504,25045002,Duque de Caxias,RJ,25045
8505,64980970,Corrente,PI,64980
8506,58765970,Piancó,PB,58765
8507,75050700,Anápolis,GO,75050
8508,91260700,Porto Alegre,RS,91260
8509,85803770,Cascavel,PR,85803
8510,79017160,Campo Grande,MS,79017
8511,08621100,Suzano,SP,08621
8512,89212250,Joinville,SC,89212
8513,27213200,Volta Redonda,RJ,27213
8514,57072155,Maceió,AL,57072
8515,08656050,Suzano,SP,08656
8516,71710550,Brasília,DF,71710
8517,13842328,Mogi Guaçu,SP,13842
8518,17037130,Bauru,SP,17037
8519,21072742,Rio de Janeiro,RJ,21072
8520,96503765,Cachoeira do Sul,RS,96503
